side,n,seed,family,algo,rounds_eps3,conv_eps3,rounds_eps6,conv_eps6,maxr,alpha,secs,max_deg,edges,cost3_load,cost6_load,note
32,1024,37,flat,gossip,2229,1,5757,1,40000,0.5,1.149,4,1984,8916,23028,
32,1024,37,curved,heat,147,1,400,1,40000,0.5,0.01,361,1986,53067,144400,
32,1024,37,curved,pushsum,114,1,277,1,40000,0.5,0.008,361,1986,41154,99997,
32,1024,37,curved,gossip,7388,1,17444,1,40000,0.5,1.127,361,1986,2667068,6297284,
32,1024,37,localrand,heat,3545,1,9788,1,40000,0.5,0.716,10,1985,35450,97880,
32,1024,37,localrand,pushsum,2454,1,6439,1,40000,0.5,0.187,10,1985,24540,64390,
32,1024,37,localrand,gossip,3216,1,8409,1,40000,0.5,0.173,10,1985,32160,84090,
32,1024,38,flat,heat,2771,1,8239,1,40000,0.5,2.394,4,1984,11084,32956,
32,1024,38,flat,pushsum,1751,1,5201,1,40000,0.5,1.464,4,1984,7004,20804,
32,1024,38,flat,gossip,1787,1,5315,1,40000,0.5,1.106,4,1984,7148,21260,
32,1024,38,curved,heat,175,1,451,1,40000,0.5,0.12,268,1988,46900,120868,
32,1024,38,curved,pushsum,124,1,299,1,40000,0.5,0.064,268,1988,33232,80132,
32,1024,38,curved,gossip,4845,1,12557,1,40000,0.5,2.101,268,1988,1298460,3365276,
32,1024,38,localrand,heat,3212,1,9829,1,40000,0.5,0.295,10,1985,32120,98290,
32,1024,38,localrand,pushsum,2073,1,6039,1,40000,0.5,0.161,10,1985,20730,60390,
32,1024,38,localrand,gossip,2665,1,7787,1,40000,0.5,0.166,10,1985,26650,77870,
32,1024,40,flat,heat,2817,1,8286,1,40000,0.5,2.524,4,1984,11268,33144,
32,1024,40,flat,pushsum,1684,1,5134,1,40000,0.5,1.497,4,1984,6736,20536,
32,1024,40,flat,gossip,1716,1,5244,1,40000,0.5,1.052,4,1984,6864,20976,
32,1024,40,curved,heat,188,1,502,1,40000,0.5,0.111,203,1985,38164,101906,
32,1024,40,curved,pushsum,122,1,317,1,40000,0.5,0.065,203,1985,24766,64351,
32,1024,40,curved,gossip,2746,1,7210,1,40000,0.5,1.196,203,1985,557438,1463630,
32,1024,40,localrand,heat,3540,1,9972,1,40000,0.5,0.4,10,1985,35400,99720,
32,1024,40,localrand,pushsum,1980,1,6144,1,40000,0.5,0.166,10,1985,19800,61440,
32,1024,40,localrand,gossip,2558,1,8007,1,40000,0.5,0.156,10,1985,25580,80070,
64,4096,31,flat,heat,10456,1,32857,1,200000,0.5,3.592,4,8064,41824,131428,
64,4096,31,flat,pushsum,6540,1,20605,1,200000,0.5,2.7,4,8064,26160,82420,
64,4096,31,flat,gossip,6595,1,20817,1,200000,0.5,1.038,4,8064,26380,83268,
64,4096,31,curved,heat,192,1,588,1,200000,0.5,0.072,505,8082,96960,296940,
64,4096,31,curved,pushsum,130,1,374,1,200000,0.5,0.078,505,8082,65650,188870,
64,4096,31,curved,gossip,9398,1,24858,1,200000,0.5,3.338,505,8082,4745990,12553290,
64,4096,31,shuffled,heat,137,1,403,1,200000,0.5,0.071,505,8082,69185,203515,connected_double_edge_swap
64,4096,31,shuffled,pushsum,129,1,340,1,200000,0.5,0.085,505,8082,65145,171700,connected_double_edge_swap
64,4096,31,shuffled,gossip,3527,1,10529,1,200000,0.5,1.457,505,8082,1781135,5317145,connected_double_edge_swap
64,4096,31,rreg4,heat,62,1,153,1,200000,0.5,0.009,4,8192,248,612,rreg4_try0
64,4096,31,rreg4,pushsum,38,1,94,1,200000,0.5,0.007,4,8192,152,376,rreg4_try0
64,4096,31,rreg4,gossip,38,1,94,1,200000,0.5,0.006,4,8192,152,376,rreg4_try0
64,4096,31,localrand,heat,10071,1,33873,1,200000,0.5,2.708,14,8069,140994,474222,
64,4096,31,localrand,pushsum,6947,1,21909,1,200000,0.5,2.413,14,8069,97258,306726,
64,4096,31,localrand,gossip,9220,1,29105,1,200000,0.5,2.199,14,8069,129080,407470,
64,4096,33,flat,heat,11279,1,33680,1,200000,0.5,2.345,4,8064,45116,134720,
64,4096,33,flat,pushsum,7120,1,21186,1,200000,0.5,1.6,4,8064,28480,84744,
64,4096,33,flat,gossip,7188,1,21411,1,200000,0.5,1.385,4,8064,28752,85644,
64,4096,33,curved,heat,172,1,471,1,200000,0.5,0.03,720,8079,123840,339120,
64,4096,33,curved,pushsum,133,1,345,1,200000,0.5,0.033,720,8079,95760,248400,
64,4096,33,curved,gossip,14037,1,36668,1,200000,0.5,3.494,720,8079,10106640,26400960,
64,4096,33,shuffled,heat,111,1,312,1,200000,0.5,0.019,720,8079,79920,224640,connected_double_edge_swap
64,4096,33,shuffled,pushsum,97,1,264,1,200000,0.5,0.024,720,8079,69840,190080,connected_double_edge_swap
64,4096,33,shuffled,gossip,7705,1,22835,1,200000,0.5,2.06,720,8079,5547600,16441200,connected_double_edge_swap
64,4096,33,rreg4,heat,60,1,149,1,200000,0.5,0.008,4,8192,240,596,rreg4_try0
64,4096,33,rreg4,pushsum,37,1,91,1,200000,0.5,0.007,4,8192,148,364,rreg4_try0
64,4096,33,rreg4,gossip,37,1,91,1,200000,0.5,0.006,4,8192,148,364,rreg4_try0
64,4096,33,localrand,heat,12448,1,36283,1,200000,0.5,5.321,12,8065,149376,435396,
64,4096,33,localrand,pushsum,7432,1,22439,1,200000,0.5,3.716,12,8065,89184,269268,
64,4096,33,localrand,gossip,9859,1,29762,1,200000,0.5,1.892,12,8065,118308,357144,
64,4096,38,flat,heat,8321,1,30721,1,200000,0.5,1.828,4,8064,33284,122884,
64,4096,38,flat,pushsum,5401,1,19466,1,200000,0.5,2.085,4,8064,21604,77864,
64,4096,38,flat,gossip,5454,1,19676,1,200000,0.5,1.29,4,8064,21816,78704,
64,4096,38,curved,heat,210,1,622,1,200000,0.5,0.08,481,8076,101010,299182,
64,4096,38,curved,pushsum,136,1,368,1,200000,0.5,0.078,481,8076,65416,177008,
64,4096,38,curved,gossip,7205,1,20363,1,200000,0.5,2.589,481,8076,3465605,9794603,
64,4096,38,shuffled,heat,113,1,356,1,200000,0.5,0.023,481,8076,54353,171236,connected_double_edge_swap
64,4096,38,shuffled,pushsum,95,1,288,1,200000,0.5,0.031,481,8076,45695,138528,connected_double_edge_swap
64,4096,38,shuffled,gossip,3178,1,9875,1,200000,0.5,0.7,481,8076,1528618,4749875,connected_double_edge_swap
64,4096,38,rreg4,heat,61,1,151,1,200000,0.5,0.029,4,8192,244,604,rreg4_try0
64,4096,38,rreg4,pushsum,37,1,92,1,200000,0.5,0.022,4,8192,148,368,rreg4_try0
64,4096,38,rreg4,gossip,37,1,92,1,200000,0.5,0.023,4,8192,148,368,rreg4_try0
64,4096,38,localrand,heat,9961,1,35968,1,200000,0.5,5.306,12,8067,119532,431616,
64,4096,38,localrand,pushsum,6137,1,22352,1,200000,0.5,4.635,12,8067,73644,268224,
64,4096,38,localrand,gossip,8002,1,29191,1,200000,0.5,1.704,12,8067,96024,350292,
64,4096,39,flat,heat,7057,1,29456,1,200000,0.5,2.067,4,8064,28228,117824,
64,4096,39,flat,pushsum,4636,1,18701,1,200000,0.5,1.508,4,8064,18544,74804,
64,4096,39,flat,gossip,4676,1,18899,1,200000,0.5,0.83,4,8064,18704,75596,
64,4096,39,curved,heat,185,1,560,1,200000,0.5,0.095,400,8082,74000,224000,
64,4096,39,curved,pushsum,144,1,417,1,200000,0.5,0.107,400,8082,57600,166800,
64,4096,39,curved,gossip,7110,1,19881,1,200000,0.5,2.702,400,8082,2844000,7952400,
64,4096,39,shuffled,heat,169,1,648,1,200000,0.5,0.09,400,8082,67600,259200,connected_double_edge_swap
64,4096,39,shuffled,pushsum,153,1,532,1,200000,0.5,0.126,400,8082,61200,212800,connected_double_edge_swap
64,4096,39,shuffled,gossip,2888,1,11860,1,200000,0.5,0.873,400,8082,1155200,4744000,connected_double_edge_swap
64,4096,39,rreg4,heat,63,1,153,1,200000,0.5,0.022,4,8192,252,612,rreg4_try0
64,4096,39,rreg4,pushsum,38,1,94,1,200000,0.5,0.018,4,8192,152,376,rreg4_try0
64,4096,39,rreg4,gossip,38,1,94,1,200000,0.5,0.012,4,8192,152,376,rreg4_try0
64,4096,39,localrand,heat,10533,1,35290,1,200000,0.5,5.111,11,8065,115863,388190,
64,4096,39,localrand,pushsum,5458,1,21476,1,200000,0.5,2.769,11,8065,60038,236236,
64,4096,39,localrand,gossip,7109,1,27922,1,200000,0.5,2.065,11,8065,78199,307142,
64,4096,41,flat,heat,11563,1,33963,1,200000,0.5,1.812,4,8064,46252,135852,
64,4096,41,flat,pushsum,7240,1,21306,1,200000,0.5,1.719,4,8064,28960,85224,
64,4096,41,flat,gossip,7307,1,21530,1,200000,0.5,1.098,4,8064,29228,86120,
64,4096,41,curved,heat,200,1,543,1,200000,0.5,0.07,985,8079,197000,534855,
64,4096,41,curved,pushsum,142,1,365,1,200000,0.5,0.074,985,8079,139870,359525,
64,4096,41,curved,gossip,19551,1,51098,1,200000,0.5,4.239,985,8079,19257735,50331530,
64,4096,41,shuffled,heat,101,1,543,1,200000,0.5,0.095,985,8079,99485,534855,connected_double_edge_swap
64,4096,41,shuffled,pushsum,100,1,456,1,200000,0.5,0.061,985,8079,98500,449160,connected_double_edge_swap
64,4096,41,shuffled,gossip,9870,1,30050,1,200000,0.5,2.065,985,8079,9721950,29599250,connected_double_edge_swap
64,4096,41,rreg4,heat,62,1,154,1,200000,0.5,0.011,4,8192,248,616,rreg4_try0
64,4096,41,rreg4,pushsum,38,1,94,1,200000,0.5,0.007,4,8192,152,376,rreg4_try0
64,4096,41,rreg4,gossip,38,1,94,1,200000,0.5,0.005,4,8192,152,376,rreg4_try0
64,4096,41,localrand,heat,9757,1,34198,1,200000,0.5,2.155,11,8068,107327,376178,
64,4096,41,localrand,pushsum,7817,1,23057,1,200000,0.5,2.205,11,8068,85987,253627,
64,4096,41,localrand,gossip,10268,1,30253,1,200000,0.5,1.859,11,8068,112948,332783,
64,4096,40,flat,heat,9977,1,32377,1,200000,0.5,1.985,4,8064,39908,129508,
64,4096,40,flat,pushsum,6192,1,20258,1,200000,0.5,1.392,4,8064,24768,81032,
64,4096,40,flat,gossip,6246,1,20469,1,200000,0.5,1.015,4,8064,24984,81876,
64,4096,40,curved,heat,222,1,694,1,200000,0.5,0.041,753,8074,167166,522582,
64,4096,40,curved,pushsum,150,1,431,1,200000,0.5,0.038,753,8074,112950,324543,
64,4096,40,curved,gossip,15219,1,40681,1,200000,0.5,2.144,753,8074,11459907,30632793,
64,4096,40,shuffled,heat,115,1,329,1,200000,0.5,0.02,753,8074,86595,247737,connected_double_edge_swap
64,4096,40,shuffled,pushsum,94,1,260,1,200000,0.5,0.024,753,8074,70782,195780,connected_double_edge_swap
64,4096,40,shuffled,gossip,5221,1,15653,1,200000,0.5,0.86,753,8074,3931413,11786709,connected_double_edge_swap
64,4096,40,rreg4,heat,61,1,149,1,200000,0.5,0.011,4,8192,244,596,rreg4_try0
64,4096,40,rreg4,pushsum,37,1,91,1,200000,0.5,0.01,4,8192,148,364,rreg4_try0
64,4096,40,rreg4,gossip,37,1,91,1,200000,0.5,0.007,4,8192,148,364,rreg4_try0
64,4096,40,localrand,heat,10724,1,36826,1,200000,0.5,2.343,11,8068,117964,405086,
64,4096,40,localrand,pushsum,6871,1,23241,1,200000,0.5,2.164,11,8068,75581,255651,
64,4096,40,localrand,gossip,9120,1,30620,1,200000,0.5,1.626,11,8068,100320,336820,
64,4096,30,flat,heat,8993,1,31393,1,200000,0.5,1.448,4,8064,35972,125572,
64,4096,30,flat,pushsum,5668,1,19733,1,200000,0.5,1.231,4,8064,22672,78932,
64,4096,30,flat,gossip,5719,1,19942,1,200000,0.5,0.889,4,8064,22876,79768,
64,4096,30,curved,heat,220,1,599,1,200000,0.5,0.037,299,8074,65780,179101,
64,4096,30,curved,pushsum,135,1,376,1,200000,0.5,0.035,299,8074,40365,112424,
64,4096,30,curved,gossip,4577,1,14271,1,200000,0.5,0.787,299,8074,1368523,4267029,
64,4096,30,shuffled,heat,105,1,296,1,200000,0.5,0.019,299,8074,31395,88504,connected_double_edge_swap
64,4096,30,shuffled,pushsum,87,1,242,1,200000,0.5,0.024,299,8074,26013,72358,connected_double_edge_swap
64,4096,30,shuffled,gossip,2912,1,9006,1,200000,0.5,0.569,299,8074,870688,2692794,connected_double_edge_swap
64,4096,30,rreg4,heat,61,1,149,1,200000,0.5,0.008,4,8192,244,596,rreg4_try0
64,4096,30,rreg4,pushsum,37,1,91,1,200000,0.5,0.008,4,8192,148,364,rreg4_try0
64,4096,30,rreg4,gossip,37,1,91,1,200000,0.5,0.005,4,8192,148,364,rreg4_try0
64,4096,30,localrand,heat,13618,1,40932,1,200000,0.5,2.342,11,8066,149798,450252,
64,4096,30,localrand,pushsum,6800,1,23965,1,200000,0.5,2.185,11,8066,74800,263615,
64,4096,30,localrand,gossip,8723,1,30819,1,200000,0.5,1.656,11,8066,95953,339009,
64,4096,35,flat,heat,6976,1,29373,1,200000,0.5,1.551,4,8064,27904,117492,
64,4096,35,flat,pushsum,4165,1,18229,1,200000,0.5,1.151,4,8064,16660,72916,
64,4096,35,flat,gossip,4196,1,18417,1,200000,0.5,0.709,4,8064,16784,73668,
64,4096,35,curved,heat,200,1,585,1,200000,0.5,0.04,523,8077,104600,305955,
64,4096,35,curved,pushsum,135,1,340,1,200000,0.5,0.04,523,8077,70605,177820,
64,4096,35,curved,gossip,8951,1,26386,1,200000,0.5,1.743,523,8077,4681373,13799878,
64,4096,35,shuffled,heat,143,1,507,1,200000,0.5,0.033,523,8077,74789,265161,connected_double_edge_swap
64,4096,35,shuffled,pushsum,135,1,428,1,200000,0.5,0.047,523,8077,70605,223844,connected_double_edge_swap
64,4096,35,shuffled,gossip,4572,1,15428,1,200000,0.5,0.913,523,8077,2391156,8068844,connected_double_edge_swap
64,4096,35,rreg4,heat,62,1,152,1,200000,0.5,0.01,4,8192,248,608,rreg4_try0
64,4096,35,rreg4,pushsum,38,1,93,1,200000,0.5,0.006,4,8192,152,372,rreg4_try0
64,4096,35,rreg4,gossip,38,1,93,1,200000,0.5,0.004,4,8192,152,372,rreg4_try0
64,4096,35,localrand,heat,7986,1,33121,1,200000,0.5,1.951,11,8065,87846,364331,
64,4096,35,localrand,pushsum,4147,1,19725,1,200000,0.5,1.782,11,8065,45617,216975,
64,4096,35,localrand,gossip,5448,1,26181,1,200000,0.5,1.345,11,8065,59928,287991,
64,4096,37,flat,heat,8213,1,30614,1,200000,0.5,1.523,4,8064,32852,122456,
64,4096,37,flat,pushsum,5037,1,19102,1,200000,0.5,1.104,4,8064,20148,76408,
64,4096,37,flat,gossip,5084,1,19306,1,200000,0.5,0.837,4,8064,20336,77224,
64,4096,37,curved,heat,201,1,578,1,200000,0.5,0.042,310,8081,62310,179180,
64,4096,37,curved,pushsum,156,1,450,1,200000,0.5,0.045,310,8081,48360,139500,
64,4096,37,curved,gossip,5165,1,15795,1,200000,0.5,0.967,310,8081,1601150,4896450,
64,4096,37,shuffled,heat,97,1,265,1,200000,0.5,0.017,310,8081,30070,82150,connected_double_edge_swap
64,4096,37,shuffled,pushsum,86,1,229,1,200000,0.5,0.024,310,8081,26660,70990,connected_double_edge_swap
64,4096,37,shuffled,gossip,1309,1,5380,1,200000,0.5,0.332,310,8081,405790,1667800,connected_double_edge_swap
64,4096,37,rreg4,heat,60,1,151,1,200000,0.5,0.007,4,8192,240,604,rreg4_try0
64,4096,37,rreg4,pushsum,37,1,93,1,200000,0.5,0.006,4,8192,148,372,rreg4_try0
64,4096,37,rreg4,gossip,37,1,93,1,200000,0.5,0.005,4,8192,148,372,rreg4_try0
64,4096,37,localrand,heat,11834,1,37703,1,200000,0.5,2.224,10,8071,118340,377030,
64,4096,37,localrand,pushsum,5531,1,21266,1,200000,0.5,1.888,10,8071,55310,212660,
64,4096,37,localrand,gossip,7208,1,27571,1,200000,0.5,1.46,10,8071,72080,275710,
64,4096,34,flat,heat,8839,1,31231,1,200000,0.5,1.601,4,8064,35356,124924,
64,4096,34,flat,pushsum,5392,1,19450,1,200000,0.5,1.595,4,8064,21568,77800,
64,4096,34,flat,gossip,5441,1,19656,1,200000,0.5,1.028,4,8064,21764,78624,
64,4096,34,curved,heat,231,1,685,1,200000,0.5,0.043,572,8078,132132,391820,
64,4096,34,curved,pushsum,173,1,491,1,200000,0.5,0.045,572,8078,98956,280852,
64,4096,34,curved,gossip,12216,1,32265,1,200000,0.5,1.719,572,8078,6987552,18455580,
64,4096,34,shuffled,heat,203,1,719,1,200000,0.5,0.039,572,8078,116116,411268,connected_double_edge_swap
64,4096,34,shuffled,pushsum,142,1,430,1,200000,0.5,0.035,572,8078,81224,245960,connected_double_edge_swap
64,4096,34,shuffled,gossip,4498,1,24150,1,200000,0.5,1.23,572,8078,2572856,13813800,connected_double_edge_swap
64,4096,34,rreg4,heat,63,1,157,1,200000,0.5,0.008,4,8192,252,628,rreg4_try0
64,4096,34,rreg4,pushsum,39,1,96,1,200000,0.5,0.007,4,8192,156,384,rreg4_try0
64,4096,34,rreg4,gossip,39,1,96,1,200000,0.5,0.006,4,8192,156,384,rreg4_try0
64,4096,34,localrand,heat,9761,1,34977,1,200000,0.5,1.971,10,8065,97610,349770,
64,4096,34,localrand,pushsum,5730,1,21300,1,200000,0.5,1.853,10,8065,57300,213000,
64,4096,34,localrand,gossip,7406,1,27460,1,200000,0.5,1.407,10,8065,74060,274600,
64,4096,36,flat,heat,10898,1,33298,1,200000,0.5,1.949,4,8064,43592,133192,
64,4096,36,flat,pushsum,6938,1,21003,1,200000,0.5,1.377,4,8064,27752,84012,
64,4096,36,flat,gossip,7002,1,21224,1,200000,0.5,0.957,4,8064,28008,84896,
64,4096,36,curved,heat,249,1,682,1,200000,0.5,0.042,519,8078,129231,353958,
64,4096,36,curved,pushsum,171,1,462,1,200000,0.5,0.035,519,8078,88749,239778,
64,4096,36,curved,gossip,8816,1,25680,1,200000,0.5,1.249,519,8078,4575504,13327920,
64,4096,36,shuffled,heat,178,1,596,1,200000,0.5,0.035,519,8078,92382,309324,connected_double_edge_swap
64,4096,36,shuffled,pushsum,158,1,489,1,200000,0.5,0.044,519,8078,82002,253791,connected_double_edge_swap
64,4096,36,shuffled,gossip,8333,1,37352,1,200000,0.5,1.867,519,8078,4324827,19385688,connected_double_edge_swap
64,4096,36,rreg4,heat,62,1,153,1,200000,0.5,0.009,4,8192,248,612,rreg4_try0
64,4096,36,rreg4,pushsum,38,1,94,1,200000,0.5,0.008,4,8192,152,376,rreg4_try0
64,4096,36,rreg4,gossip,38,1,94,1,200000,0.5,0.006,4,8192,152,376,rreg4_try0
64,4096,36,localrand,heat,12134,1,36782,1,200000,0.5,2.129,11,8066,133474,404602,
64,4096,36,localrand,pushsum,7411,1,22711,1,200000,0.5,1.905,11,8066,81521,249821,
64,4096,36,localrand,gossip,9819,1,29932,1,200000,0.5,1.489,11,8066,108009,329252,
64,4096,32,flat,heat,3705,1,25770,1,200000,0.5,1.106,4,8064,14820,103080,
64,4096,32,flat,pushsum,2327,1,16039,1,200000,0.5,0.983,4,8064,9308,64156,
64,4096,32,flat,gossip,2348,1,16209,1,200000,0.5,0.609,4,8064,9392,64836,
64,4096,32,curved,heat,224,1,631,1,200000,0.5,0.034,170,8074,38080,107270,
64,4096,32,curved,pushsum,178,1,496,1,200000,0.5,0.042,170,8074,30260,84320,
64,4096,32,curved,gossip,2900,1,8537,1,200000,0.5,0.418,170,8074,493000,1451290,
64,4096,32,shuffled,heat,116,1,347,1,200000,0.5,0.022,170,8074,19720,58990,connected_double_edge_swap
64,4096,32,shuffled,pushsum,99,1,278,1,200000,0.5,0.027,170,8074,16830,47260,connected_double_edge_swap
64,4096,32,shuffled,gossip,1867,1,6640,1,200000,0.5,0.379,170,8074,317390,1128800,connected_double_edge_swap
64,4096,32,rreg4,heat,62,1,151,1,200000,0.5,0.006,4,8192,248,604,rreg4_try0
64,4096,32,rreg4,pushsum,38,1,92,1,200000,0.5,0.006,4,8192,152,368,rreg4_try0
64,4096,32,rreg4,gossip,38,1,92,1,200000,0.5,0.005,4,8192,152,368,rreg4_try0
64,4096,32,localrand,heat,7303,1,32269,1,200000,0.5,1.794,11,8066,80333,354959,
64,4096,32,localrand,pushsum,2282,1,13904,1,200000,0.5,1.154,11,8066,25102,152944,
64,4096,32,localrand,gossip,2981,1,20675,1,200000,0.5,0.996,11,8066,32791,227425,
